Source	Target	LS	Xs	Len	MutualInformation	percentage_co_occurrence	intersection	union	J
bp_ASV_000210	bp_ASV_000445	0.516291	2	119	0.32287	53.333333	32	60	0.533333333333333
bp_ASV_000210	bp_ASV_000457	0.726725	2	119	0.524635	58.62069	34	58	0.586206896551724
bp_ASV_000210	bp_ASV_000462	0.700308	1	120	0.460368	63.793103	37	58	0.637931034482759
bp_ASV_000210	bp_ASV_000511	0.489801	4	117	0.325601	56.666667	34	60	0.566666666666667
bp_ASV_000210	bp_ASV_000599	0.696749	1	120	0.425797	58.62069	34	58	0.586206896551724
bp_ASV_000210	en_ASV_00016	0.709394	1	118	0.517499	72.463768	50	69	0.72463768115942
bp_ASV_000210	en_ASV_00206	0.538039	1	120	0.276033	58.333333	49	84	0.583333333333333
bp_ASV_000210	en_ASV_00366	0.493986	1	120	0.362779	54.285714	38	70	0.542857142857143
bp_ASV_000210	en_ASV_00406	0.644137	1	120	0.410056	53.225806	33	62	0.532258064516129
bp_ASV_000210	en_ASV_00570	0.484875	1	120	0.312527	57.352941	39	68	0.573529411764706
bp_ASV_000210	en_ASV_00683	0.496244	1	120	0.30359	52.173913	36	69	0.521739130434783
bp_ASV_000210	en_ASV_00715	0.575413	1	118	0.402324	65.079365	41	63	0.650793650793651
bp_ASV_000210	en_ASV_00879	0.639082	1	118	0.440595	59.016393	36	61	0.590163934426229
bp_ASV_000210	en_ASV_00983	0.623707	1	120	0.396317	65.671642	44	67	0.656716417910448
bp_ASV_000210	ep_ASV_00018	0.71621	1	120	0.550069	68.571429	48	70	0.685714285714286
bp_ASV_000210	ep_ASV_00032	0.692411	1	120	0.397474	67.605634	48	71	0.676056338028169
bp_ASV_000210	ep_ASV_00037	0.664046	1	120	0.442646	53.932584	48	89	0.539325842696629
bp_ASV_000210	ep_ASV_00040	0.654647	1	118	0.368823	62.903226	39	62	0.629032258064516
bp_ASV_000210	ep_ASV_00070	0.69334	1	120	0.447382	64.516129	40	62	0.645161290322581
bp_ASV_000210	ep_ASV_00127	0.571969	1	120	0.347597	62.857143	44	70	0.628571428571429
bp_ASV_000210	ep_ASV_00162	0.605743	1	118	0.313533	52.459016	32	61	0.524590163934426
bp_ASV_000210	ep_ASV_00213	0.507316	1	120	0.374596	59.459459	44	74	0.594594594594595
bp_ASV_000210	ep_ASV_00216	0.5067	5	116	0.220662	50.746269	34	67	0.507462686567164
bp_ASV_000210	ep_ASV_00246	0.640991	1	120	0.392613	62.295082	38	61	0.622950819672131
bp_ASV_000210	ep_ASV_00264	0.548202	1	120	0.314101	58.730159	37	63	0.587301587301587
bp_ASV_000210	ep_ASV_00301	0.558058	1	120	0.297169	53.125	34	64	0.53125
bp_ASV_000210	ep_ASV_00317	0.505206	1	120	0.309032	58.823529	40	68	0.588235294117647
bp_ASV_000210	ep_ASV_00323	0.510785	5	116	0.251503	60.606061	40	66	0.606060606060606
bp_ASV_000210	ep_ASV_00350	0.531083	2	119	0.271882	61.904762	39	63	0.619047619047619
bp_ASV_000210	ep_ASV_00363	0.571057	3	118	0.275821	54.411765	37	68	0.544117647058823
bp_ASV_000210	ep_ASV_00364	0.532689	1	120	0.343622	56.451613	35	62	0.564516129032258
bp_ASV_000210	ep_ASV_00460	0.595107	1	120	0.371327	57.971014	40	69	0.579710144927536
bp_ASV_000210	ep_ASV_00480	0.525911	3	118	0.322254	61.290323	38	62	0.612903225806452
bp_ASV_000213	bn_ASV_000184	0.530988	1	120	0.468461	53.164557	42	79	0.531645569620253
bp_ASV_000213	bn_ASV_000193	0.697308	1	120	0.706119	74.576271	44	59	0.745762711864407
bp_ASV_000213	bn_ASV_000244	0.633663	1	120	0.625825	70.3125	45	64	0.703125
bp_ASV_000213	bn_ASV_000252	0.656671	1	120	0.582936	73.684211	42	57	0.736842105263158
bp_ASV_000213	bn_ASV_000298	0.670851	1	120	0.551424	61.818182	34	55	0.618181818181818
bp_ASV_000213	bn_ASV_000302	0.582966	1	118	0.46893	64.285714	36	56	0.642857142857143
bp_ASV_000213	bn_ASV_000333	0.525054	2	119	0.423503	63.157895	36	57	0.631578947368421
bp_ASV_000213	bn_ASV_000457	0.563	1	120	0.55887	62.962963	34	54	0.62962962962963
bp_ASV_000213	bn_ASV_000479	0.542146	1	120	0.450967	54.716981	29	53	0.547169811320755
bp_ASV_000213	bn_ASV_000607	0.672058	1	119	0.576417	68.518519	37	54	0.685185185185185
bp_ASV_000213	bp_ASV_000080	0.699938	1	120	0.584529	58.333333	49	84	0.583333333333333
bp_ASV_000213	bp_ASV_000088	0.779132	1	120	0.796141	64.935065	50	77	0.649350649350649
bp_ASV_000213	bp_ASV_000102	0.869306	1	120	0.863265	74.242424	49	66	0.742424242424242
bp_ASV_000213	bp_ASV_000146	0.719948	1	120	0.621221	53.26087	49	92	0.532608695652174
bp_ASV_000213	bp_ASV_000222	0.760566	1	120	0.550404	75.471698	40	53	0.754716981132076
bp_ASV_000213	bp_ASV_000230	0.667109	1	118	0.539391	70.3125	45	64	0.703125
bp_ASV_000213	bp_ASV_000244	0.724514	2	119	0.647635	75.862069	44	58	0.758620689655172
bp_ASV_000213	bp_ASV_000257	0.808503	1	120	0.667241	67.307692	35	52	0.673076923076923
bp_ASV_000213	bp_ASV_000271	0.794719	1	120	0.736944	76.923077	40	52	0.769230769230769
bp_ASV_000213	bp_ASV_000279	0.835239	2	119	0.734912	73.076923	38	52	0.730769230769231
bp_ASV_000213	bp_ASV_000306	0.769749	1	120	0.794371	76.470588	39	51	0.764705882352941
bp_ASV_000213	bp_ASV_000311	0.826246	2	119	0.713886	67.79661	40	59	0.677966101694915
bp_ASV_000213	bp_ASV_000319	0.794292	1	120	0.655836	72.54902	37	51	0.725490196078431
bp_ASV_000213	bp_ASV_000333	0.62008	2	119	0.503658	61.403509	35	57	0.614035087719298
bp_ASV_000213	bp_ASV_000367	0.724069	1	120	0.627291	74.074074	40	54	0.740740740740741
bp_ASV_000213	bp_ASV_000402	0.652101	2	119	0.512552	67.857143	38	56	0.678571428571429
bp_ASV_000213	bp_ASV_000406	0.696196	4	117	0.518477	56.140351	32	57	0.56140350877193
bp_ASV_000213	bp_ASV_000415	0.697156	1	120	0.514249	67.307692	35	52	0.673076923076923
bp_ASV_000213	bp_ASV_000457	0.724692	2	119	0.657378	70.588235	36	51	0.705882352941177
bp_ASV_000213	bp_ASV_000462	0.577623	1	120	0.557387	63.636364	35	55	0.636363636363636
bp_ASV_000213	bp_ASV_000511	0.719674	1	120	0.547828	58.928571	33	56	0.589285714285714
bp_ASV_000213	en_ASV_00206	0.631243	1	120	0.542983	54.216867	45	83	0.542168674698795
bp_ASV_000213	en_ASV_00406	0.598676	1	120	0.59725	63.636364	35	55	0.636363636363636
bp_ASV_000213	en_ASV_00504	0.593731	1	120	0.513936	59.677419	37	62	0.596774193548387
bp_ASV_000213	en_ASV_00547	0.70884	1	120	0.620641	61.111111	44	72	0.611111111111111
bp_ASV_000213	en_ASV_00636	0.652208	1	120	0.592395	67.1875	43	64	0.671875
bp_ASV_000213	en_ASV_00804	0.55563	1	118	0.444749	59.649123	34	57	0.596491228070175
bp_ASV_000213	en_ASV_00848	0.612425	1	118	0.465653	51.612903	32	62	0.516129032258065
bp_ASV_000213	en_ASV_00879	0.775186	1	118	0.716435	73.584906	39	53	0.735849056603774
bp_ASV_000213	en_ASV_00954	0.520421	1	118	0.386524	55.172414	32	58	0.551724137931034
bp_ASV_000213	en_ASV_00983	0.729731	1	120	0.666478	73.770492	45	61	0.737704918032787
bp_ASV_000213	en_ASV_01061	0.685762	1	120	0.517828	58.928571	33	56	0.589285714285714
bp_ASV_000213	en_ASV_01073	0.609039	1	118	0.468966	63.793103	37	58	0.637931034482759
bp_ASV_000213	en_ASV_01138	0.611605	5	116	0.426668	57.894737	33	57	0.578947368421053
bp_ASV_000213	en_ASV_01194	0.485511	1	118	0.476319	58.928571	33	56	0.589285714285714
bp_ASV_000213	ep_ASV_00018	0.761259	1	120	0.660524	71.212121	47	66	0.712121212121212
bp_ASV_000213	ep_ASV_00037	0.740065	1	120	0.656267	59.036145	49	83	0.590361445783133
bp_ASV_000213	ep_ASV_00044	0.546477	1	120	0.283502	60.869565	42	69	0.608695652173913
bp_ASV_000213	ep_ASV_00232	0.521386	1	120	0.337755	50.819672	31	61	0.508196721311475
bp_ASV_000213	ep_ASV_00301	0.521104	1	120	0.435591	63.157895	36	57	0.631578947368421
bp_ASV_000213	ep_ASV_00350	0.571961	2	119	0.371161	64.40678	38	59	0.644067796610169
bp_ASV_000213	ep_ASV_00363	0.528478	1	120	0.322066	53.846154	35	65	0.538461538461538
bp_ASV_000213	ep_ASV_00401	0.512831	1	120	0.360231	51.612903	32	62	0.516129032258065
bp_ASV_000214	bn_ASV_000001	0.492496	23	98	0.485586	50.862069	59	116	0.508620689655172
bp_ASV_000214	bn_ASV_000079	0.533418	1	120	0.476259	64.102564	50	78	0.641025641025641
bp_ASV_000214	bn_ASV_000245	0.510589	23	98	0.421471	55.555556	40	72	0.555555555555556
bp_ASV_000214	bp_ASV_000052	0.483751	1	119	0.396601	60.43956	55	91	0.604395604395604
bp_ASV_000214	bp_ASV_000062	0.636404	1	120	0.510055	65.151515	43	66	0.651515151515151
bp_ASV_000214	bp_ASV_000108	0.509171	1	120	0.397155	55.555556	35	63	0.555555555555556
bp_ASV_000214	bp_ASV_000136	0.581626	1	120	0.505366	64.179104	43	67	0.641791044776119
bp_ASV_000214	bp_ASV_000161	0.48612	1	119	0.420432	53.125	34	64	0.53125
bp_ASV_000214	bp_ASV_000163	0.674836	1	120	0.561308	68	51	75	0.68
bp_ASV_000214	bp_ASV_000219	0.579478	1	120	0.466708	65.753425	48	73	0.657534246575342
bp_ASV_000214	en_ASV_00161	0.521544	19	102	0.317688	60.56338	43	71	0.605633802816901
bp_ASV_000216	bp_ASV_000044	0.505218	1	120	0.449564	52.941176	36	68	0.529411764705882
bp_ASV_000216	bp_ASV_000112	0.530067	1	118	0.371413	57.746479	41	71	0.577464788732394
bp_ASV_000216	bp_ASV_000219	0.490059	1	120	0.376265	50.704225	36	71	0.507042253521127
bp_ASV_000216	ep_ASV_00058	0.532175	1	117	0.279314	51.5625	33	64	0.515625
bp_ASV_000219	bp_ASV_000052	0.58965	1	119	0.528645	65.168539	58	89	0.651685393258427
bp_ASV_000219	bp_ASV_000062	0.704434	1	120	0.698994	74.603175	47	63	0.746031746031746
bp_ASV_000219	bp_ASV_000156	0.748621	1	119	0.657429	79.104478	53	67	0.791044776119403
bp_ASV_000219	bp_ASV_000322	0.59258	1	118	0.487546	56.451613	35	62	0.564516129032258
bp_ASV_000219	ep_ASV_00288	0.571222	1	119	0.449631	64.705882	44	68	0.647058823529412
bp_ASV_000221	bn_ASV_000067	0.605705	1	120	0.521933	60.25641	47	78	0.602564102564103
bp_ASV_000221	bn_ASV_000073	0.545671	1	120	0.482508	58.024691	47	81	0.580246913580247
bp_ASV_000221	bn_ASV_000080	0.543846	1	120	0.559828	56.976744	49	86	0.569767441860465
bp_ASV_000221	bn_ASV_000088	0.567031	1	120	0.470581	59.375	57	96	0.59375
bp_ASV_000221	bn_ASV_000091	0.527643	1	117	0.427247	57.142857	56	98	0.571428571428571
bp_ASV_000221	bn_ASV_000092	0.511494	1	120	0.47886	61.956522	57	92	0.619565217391304
bp_ASV_000221	bn_ASV_000102	0.519189	1	120	0.549622	58.241758	53	91	0.582417582417582
bp_ASV_000221	bn_ASV_000107	0.550276	1	120	0.413474	58.024691	47	81	0.580246913580247
bp_ASV_000221	bn_ASV_000113	0.608775	1	120	0.596967	55.405405	41	74	0.554054054054054
bp_ASV_000221	bn_ASV_000118	0.589686	3	118	0.419851	52.054795	38	73	0.520547945205479
bp_ASV_000221	bn_ASV_000179	0.522274	4	117	0.284094	61.627907	53	86	0.616279069767442
bp_ASV_000221	bn_ASV_000213	0.558015	1	120	0.568026	53.333333	40	75	0.533333333333333
bp_ASV_000221	bn_ASV_000221	0.671855	1	120	0.674646	65.882353	56	85	0.658823529411765
bp_ASV_000221	bn_ASV_000244	0.590252	1	120	0.448966	60.25641	47	78	0.602564102564103
bp_ASV_000221	bn_ASV_000289	0.528154	1	120	0.395817	57.142857	48	84	0.571428571428571
bp_ASV_000221	bn_ASV_000331	0.532864	1	117	0.339721	54.320988	44	81	0.54320987654321
bp_ASV_000221	bn_ASV_000380	0.610596	3	118	0.517597	51.351351	38	74	0.513513513513513
bp_ASV_000221	bp_ASV_000015	-0.503461	1	120	0.321942	51.724138	60	116	0.517241379310345
bp_ASV_000221	bp_ASV_000026	0.50598	2	119	0.333236	58.558559	65	111	0.585585585585586
bp_ASV_000221	bp_ASV_000041	0.696984	4	117	0.613125	61.904762	65	105	0.619047619047619
bp_ASV_000221	bp_ASV_000073	0.613491	1	120	0.570781	60.493827	49	81	0.604938271604938
bp_ASV_000221	bp_ASV_000080	0.693015	1	120	0.597892	71.264368	62	87	0.71264367816092
bp_ASV_000221	bp_ASV_000088	0.604876	1	120	0.638679	62.5	55	88	0.625
bp_ASV_000221	bp_ASV_000091	0.492725	1	117	0.45293	59.803922	61	102	0.598039215686274
bp_ASV_000221	bp_ASV_000092	0.583684	1	120	0.468395	65.263158	62	95	0.652631578947368
bp_ASV_000221	bp_ASV_000102	0.723355	1	120	0.560629	65.822785	52	79	0.658227848101266
bp_ASV_000221	bp_ASV_000113	0.748889	1	120	0.578075	64.285714	45	70	0.642857142857143
bp_ASV_000221	bp_ASV_000135	0.748776	1	120	0.668895	61.428571	43	70	0.614285714285714
bp_ASV_000221	bp_ASV_000146	0.596793	1	120	0.561972	60.204082	59	98	0.602040816326531
bp_ASV_000221	bp_ASV_000170	0.628342	1	120	0.610095	57.534247	42	73	0.575342465753425
bp_ASV_000221	bp_ASV_000179	0.567139	1	120	0.471502	58.974359	46	78	0.58974358974359
bp_ASV_000221	bp_ASV_000193	0.614133	1	120	0.657706	57.894737	44	76	0.578947368421053
bp_ASV_000221	bp_ASV_000213	0.697595	1	120	0.605405	57.333333	43	75	0.573333333333333
bp_ASV_000221	bp_ASV_000222	0.596686	1	120	0.386186	51.388889	37	72	0.513888888888889
bp_ASV_000221	bp_ASV_000232	0.625796	1	120	0.500407	59.722222	43	72	0.597222222222222
bp_ASV_000221	bp_ASV_000240	0.605904	4	117	0.438182	63.75	51	80	0.6375
bp_ASV_000221	bp_ASV_000244	0.604161	2	119	0.601549	68.571429	48	70	0.685714285714286
bp_ASV_000221	bp_ASV_000271	0.564859	1	120	0.506549	54.285714	38	70	0.542857142857143
bp_ASV_000221	bp_ASV_000284	0.492141	1	117	0.500408	62.5	50	80	0.625
bp_ASV_000221	bp_ASV_000289	0.711224	1	120	0.594156	68.831169	53	77	0.688311688311688
bp_ASV_000221	bp_ASV_000290	0.636338	1	120	0.551786	53.424658	39	73	0.534246575342466
bp_ASV_000221	bp_ASV_000308	0.507484	1	120	0.297557	52.631579	40	76	0.526315789473684
bp_ASV_000221	bp_ASV_000311	0.634964	2	119	0.547552	57.534247	42	73	0.575342465753425
bp_ASV_000221	bp_ASV_000319	0.681575	1	120	0.516755	52.941176	36	68	0.529411764705882
bp_ASV_000221	bp_ASV_000331	0.547188	1	120	0.431723	57.831325	48	83	0.578313253012048
bp_ASV_000221	bp_ASV_000348	0.623775	1	120	0.551115	59.15493	42	71	0.591549295774648
bp_ASV_000221	bp_ASV_000380	0.61794	3	118	0.418736	53.623188	37	69	0.536231884057971
bp_ASV_000221	bp_ASV_000406	0.692265	1	120	0.589778	56.716418	38	67	0.567164179104478
bp_ASV_000221	bp_ASV_000474	0.544644	4	117	0.540014	54.054054	40	74	0.540540540540541
bp_ASV_000221	en_ASV_00053	0.597857	1	120	0.510171	64.285714	54	84	0.642857142857143
bp_ASV_000221	en_ASV_00103	0.603602	5	116	0.438222	65.168539	58	89	0.651685393258427
bp_ASV_000221	en_ASV_00472	0.511519	1	120	0.427204	56.521739	52	92	0.565217391304348
bp_ASV_000221	en_ASV_00547	0.583957	1	120	0.481469	55.294118	47	85	0.552941176470588
bp_ASV_000221	en_ASV_00570	0.49189	1	120	0.449964	57.333333	43	75	0.573333333333333
bp_ASV_000221	en_ASV_00618	0.487967	5	116	0.251126	51.190476	43	84	0.511904761904762
bp_ASV_000221	en_ASV_00683	0.57986	5	116	0.537318	50.649351	39	77	0.506493506493506
bp_ASV_000221	en_ASV_00983	0.576481	5	116	0.483119	52.5	42	80	0.525
bp_ASV_000221	ep_ASV_00018	0.532536	6	115	0.436476	53.571429	45	84	0.535714285714286
bp_ASV_000221	ep_ASV_00037	0.601685	1	120	0.494793	60.869565	56	92	0.608695652173913
bp_ASV_000221	ep_ASV_00045	0.582721	1	120	0.490054	60.227273	53	88	0.602272727272727
bp_ASV_000221	ep_ASV_00070	0.544576	1	120	0.443919	52.702703	39	74	0.527027027027027
bp_ASV_000221	ep_ASV_00073	0.556986	1	111	0.501148	66.304348	61	92	0.66304347826087
bp_ASV_000221	ep_ASV_00084	0.513525	1	120	0.504513	52	39	75	0.52
bp_ASV_000221	ep_ASV_00127	0.620431	1	120	0.478829	58.227848	46	79	0.582278481012658
bp_ASV_000221	ep_ASV_00191	0.511965	1	120	0.361142	60.25641	47	78	0.602564102564103
bp_ASV_000221	ep_ASV_00213	0.552212	1	120	0.499802	57.317073	47	82	0.573170731707317
bp_ASV_000221	ep_ASV_00215	0.515658	1	120	0.426669	54.022989	47	87	0.540229885057471
bp_ASV_000221	ep_ASV_00243	0.625134	1	116	0.489509	51.948052	40	77	0.519480519480519
bp_ASV_000221	ep_ASV_00246	0.647509	1	120	0.536879	50.684932	37	73	0.506849315068493
bp_ASV_000221	ep_ASV_00353	0.51381	4	117	0.364171	63.157895	48	76	0.631578947368421
bp_ASV_000221	ep_ASV_00357	0.496504	1	120	0.530231	50.617284	41	81	0.506172839506173
bp_ASV_000221	ep_ASV_00413	0.521533	1	120	0.394589	50.649351	39	77	0.506493506493506
bp_ASV_000222	bn_ASV_000267	0.611459	1	120	0.353235	53.333333	24	45	0.533333333333333
bp_ASV_000222	bn_ASV_000832	0.608728	1	120	0.279191	53.333333	24	45	0.533333333333333
bp_ASV_000222	bn_ASV_000846	0.699511	1	120	0.390465	55.813953	24	43	0.558139534883721
bp_ASV_000222	bp_ASV_000271	0.745604	1	120	0.555984	72.916667	35	48	0.729166666666667
bp_ASV_000222	bp_ASV_000306	0.800867	1	120	0.542478	72.340426	34	47	0.723404255319149
bp_ASV_000222	bp_ASV_000319	0.737053	1	120	0.487229	71.73913	33	46	0.717391304347826
bp_ASV_000222	bp_ASV_000333	0.530259	2	115	0.340869	50.909091	28	55	0.509090909090909
bp_ASV_000222	bp_ASV_000367	0.672948	1	120	0.437209	63.461538	33	52	0.634615384615385
bp_ASV_000222	bp_ASV_000406	0.504497	1	120	0.270797	50.943396	27	53	0.509433962264151
bp_ASV_000222	bp_ASV_000415	0.70801	1	120	0.46054	73.333333	33	45	0.733333333333333
bp_ASV_000222	bp_ASV_000462	0.637205	1	120	0.349976	58.823529	30	51	0.588235294117647
bp_ASV_000222	bp_ASV_000511	0.519619	1	120	0.31091	50.943396	27	53	0.509433962264151
bp_ASV_000222	en_ASV_00406	0.621472	1	120	0.37781	58.823529	30	51	0.588235294117647
bp_ASV_000222	en_ASV_00954	0.572447	5	115	0.292938	52.830189	28	53	0.528301886792453
bp_ASV_000222	ep_ASV_00301	0.606026	5	116	0.287431	55.555556	30	54	0.555555555555556
bp_ASV_000222	ep_ASV_00401	0.57094	1	120	0.303655	54.545455	30	55	0.545454545454545
bp_ASV_000223	bp_ASV_000081	0.522012	3	118	0.40231	50.632911	40	79	0.506329113924051
bp_ASV_000223	bp_ASV_000088	0.484892	26	95	0.506261	53.658537	44	82	0.536585365853659
bp_ASV_000223	bp_ASV_000132	0.682826	5	116	0.58621	55.844156	43	77	0.558441558441558
bp_ASV_000223	bp_ASV_000413	0.499535	4	113	0.418585	53.521127	38	71	0.535211267605634
bp_ASV_000223	bp_ASV_000475	0.527406	6	115	0.33522	50.819672	31	61	0.508196721311475
bp_ASV_000226	bn_ASV_000037	0.662831	1	120	0.632014	55.128205	43	78	0.551282051282051
bp_ASV_000226	bn_ASV_000039	0.689479	1	120	0.51641	63.768116	44	69	0.63768115942029
bp_ASV_000226	bn_ASV_000059	0.615812	1	120	0.531965	58.333333	42	72	0.583333333333333
bp_ASV_000226	bn_ASV_000067	0.52041	1	118	0.484358	66.129032	41	62	0.661290322580645
bp_ASV_000226	bn_ASV_000073	0.632072	1	120	0.519877	65.625	42	64	0.65625
bp_ASV_000226	bn_ASV_000078	0.502382	1	120	0.367898	50.617284	41	81	0.506172839506173
bp_ASV_000226	bn_ASV_000088	0.64282	1	120	0.505416	50.574713	44	87	0.505747126436782
bp_ASV_000226	bn_ASV_000102	0.631552	1	120	0.604069	54.43038	43	79	0.544303797468354
bp_ASV_000226	bn_ASV_000107	0.674568	1	120	0.506441	68.253968	43	63	0.682539682539683
bp_ASV_000226	bn_ASV_000113	0.534037	1	120	0.531973	60.344828	35	58	0.603448275862069
bp_ASV_000226	bn_ASV_000118	0.571474	4	117	0.433043	64.814815	35	54	0.648148148148148
bp_ASV_000226	bn_ASV_000132	0.547799	5	116	0.461348	53.246753	41	77	0.532467532467532
bp_ASV_000226	bn_ASV_000135	0.641686	1	120	0.659043	71.153846	37	52	0.711538461538462
bp_ASV_000226	bn_ASV_000170	0.73194	1	120	0.689938	76.923077	40	52	0.769230769230769
bp_ASV_000226	bn_ASV_000176	0.5938	4	117	0.507159	54	27	50	0.54
bp_ASV_000226	bn_ASV_000184	0.53066	1	120	0.436551	51.315789	39	76	0.513157894736842
bp_ASV_000226	bn_ASV_000193	0.686994	1	120	0.671132	73.214286	41	56	0.732142857142857
bp_ASV_000226	bn_ASV_000197	0.622436	1	119	0.492549	57.894737	33	57	0.578947368421053
bp_ASV_000226	bn_ASV_000210	0.693189	1	120	0.614038	66.101695	39	59	0.661016949152542
bp_ASV_000226	bn_ASV_000213	0.611357	1	120	0.57171	69.090909	38	55	0.690909090909091
bp_ASV_000226	bn_ASV_000222	0.668532	1	120	0.606488	69.811321	37	53	0.69811320754717
bp_ASV_000226	bn_ASV_000226	0.789592	1	120	0.701929	76.470588	39	51	0.764705882352941
bp_ASV_000226	bn_ASV_000230	0.676679	1	120	0.62382	70.689655	41	58	0.706896551724138
bp_ASV_000226	bn_ASV_000232	0.661346	1	120	0.590566	71.698113	38	53	0.716981132075472
bp_ASV_000226	bn_ASV_000244	0.636775	1	118	0.526201	66.129032	41	62	0.661290322580645
bp_ASV_000226	bn_ASV_000248	0.554868	1	120	0.352619	65.384615	34	52	0.653846153846154
bp_ASV_000226	bn_ASV_000252	0.656816	1	120	0.536145	72.222222	39	54	0.722222222222222
bp_ASV_000226	bn_ASV_000257	0.562584	1	120	0.407687	58.490566	31	53	0.584905660377358
bp_ASV_000226	bn_ASV_000268	0.750076	1	120	0.609196	78.723404	37	47	0.787234042553192
bp_ASV_000226	bn_ASV_000271	0.709103	1	120	0.544624	68.518519	37	54	0.685185185185185
bp_ASV_000226	bn_ASV_000279	0.581924	3	118	0.571261	65.384615	34	52	0.653846153846154
bp_ASV_000226	bn_ASV_000280	0.798358	1	120	0.705849	79.166667	38	48	0.791666666666667
bp_ASV_000226	bn_ASV_000290	0.720797	1	120	0.614495	71.428571	35	49	0.714285714285714
bp_ASV_000226	bn_ASV_000294	0.536857	1	120	0.488972	56.862745	29	51	0.568627450980392
bp_ASV_000226	bn_ASV_000302	0.72095	1	119	0.586464	72	36	50	0.72
bp_ASV_000226	bn_ASV_000304	0.592186	1	120	0.502391	58.62069	34	58	0.586206896551724
bp_ASV_000226	bn_ASV_000306	0.768044	1	120	0.642808	77.083333	37	48	0.770833333333333
bp_ASV_000226	bn_ASV_000308	0.660321	1	118	0.53808	63.793103	37	58	0.637931034482759
bp_ASV_000226	bn_ASV_000311	0.552414	1	120	0.445795	56.363636	31	55	0.563636363636364
bp_ASV_000226	bn_ASV_000314	0.699424	1	120	0.611842	70.909091	39	55	0.709090909090909
bp_ASV_000226	bn_ASV_000320	0.599479	1	120	0.457217	51.851852	28	54	0.518518518518518
bp_ASV_000226	bn_ASV_000331	0.564908	1	120	0.360566	56.060606	37	66	0.560606060606061
bp_ASV_000226	bn_ASV_000333	0.602803	2	117	0.437601	61.111111	33	54	0.611111111111111
bp_ASV_000226	bn_ASV_000347	0.668994	3	118	0.556453	68.627451	35	51	0.686274509803922
bp_ASV_000226	bn_ASV_000348	0.638304	1	120	0.584851	61.403509	35	57	0.614035087719298
bp_ASV_000226	bn_ASV_000361	0.517418	1	118	0.449138	64.285714	36	56	0.642857142857143
bp_ASV_000226	bn_ASV_000367	0.704009	1	120	0.561957	69.230769	36	52	0.692307692307692
bp_ASV_000226	bn_ASV_000378	0.728984	1	120	0.637865	74.509804	38	51	0.745098039215686
bp_ASV_000226	bn_ASV_000380	0.541492	4	115	0.441282	52.542373	31	59	0.525423728813559
bp_ASV_000226	bn_ASV_000398	0.643571	5	116	0.591097	71.153846	37	52	0.711538461538462
bp_ASV_000226	bn_ASV_000402	0.628604	2	118	0.501932	62.745098	32	51	0.627450980392157
bp_ASV_000226	bn_ASV_000411	0.545225	1	106	0.374718	56.603774	30	53	0.566037735849057
bp_ASV_000226	bn_ASV_000415	0.744924	1	120	0.557415	72.340426	34	47	0.723404255319149
bp_ASV_000226	bn_ASV_000431	0.669521	4	117	0.513604	62.264151	33	53	0.622641509433962
bp_ASV_000226	bn_ASV_000437	0.681348	1	120	0.57587	63.829787	30	47	0.638297872340426
bp_ASV_000226	bn_ASV_000440	0.619209	1	120	0.430728	51.06383	24	47	0.51063829787234
bp_ASV_000226	bn_ASV_000457	0.68961	1	120	0.591825	70.833333	34	48	0.708333333333333
bp_ASV_000226	bn_ASV_000458	0.674196	1	120	0.58556	68.085106	32	47	0.680851063829787
bp_ASV_000226	bn_ASV_000462	0.677845	1	120	0.532103	69.387755	34	49	0.693877551020408
